GEOID,county_name,total_pop,median_hh_income,pov_rate,under_200_fpl_pct,uninsured_pct,pct_65_plus,lep_pct,pct_hispanic,pct_black_nh,pct_white_nh,pct_asian_nh,need_score
34013007600,Essex,3976,54577.0,17.05,53.57,49.27,7.12,52.82,47.28,0.48,28.92,0.33,45.5
34013007700,Essex,2886,70400.0,14.35,44.77,44.39,8.73,49.61,57.55,1.21,29.04,1.35,41.3
34013007800,Essex,3835,49503.0,20.68,43.89,56.61,11.32,49.89,55.49,0.6,22.4,0.29,45.8
34013007900,Essex,4622,59781.0,16.85,47.4,43.83,6.04,47.57,69.08,4.59,17.83,1.25,40.9
34013008000,Essex,2736,75114.0,15.42,30.37,8.48,6.36,7.59,30.41,22.73,31.47,5.7,15.7
34013008100,Essex,3815,27240.0,32.31,58.01,10.18,27.05,10.13,10.12,76.7,5.58,4.06,31.3
34013008200,Essex,2416,30288.0,42.28,54.68,6.53,10.26,3.06,21.56,61.38,8.98,5.46,25.7
34013008700,Essex,4094,54233.0,13.64,42.04,15.51,7.13,21.26,77.53,9.09,11.72,0.0,24.1
34013008800,Essex,2073,71234.0,8.15,33.19,21.71,12.11,19.84,69.61,26.48,2.6,0.0,23.0
34013008900,Essex,1898,57819.0,31.77,43.78,37.72,8.27,10.93,78.77,7.53,13.7,0.0,29.7
34013009000,Essex,1786,45833.0,17.02,54.65,22.84,15.34,13.82,28.56,59.85,7.78,1.4,28.2
34013009100,Essex,3997,69813.0,16.49,42.23,9.16,4.93,18.42,74.83,9.06,12.31,0.63,22.0
34013009200,Essex,3326,29649.0,31.06,62.83,9.57,10.31,19.84,53.85,33.91,6.64,0.0,31.4
34013009300,Essex,5162,53727.0,33.17,50.99,21.6,12.57,17.93,67.63,24.27,2.75,1.41,31.8
34013009400,Essex,5764,32205.0,34.89,62.18,12.32,18.53,33.39,65.53,15.18,12.32,0.35,39.6
34013009500,Essex,6717,58254.0,12.32,64.79,7.41,16.76,16.73,55.93,27.44,15.29,0.0,27.4
34013009600,Essex,5245,36813.0,35.81,47.99,11.8,14.47,17.94,67.82,26.1,5.36,0.0,30.3
34013009700,Essex,5619,53175.0,15.5,47.39,27.25,6.39,19.21,81.21,13.95,1.39,1.39,27.1
34013009900,Essex,2330,63302.0,6.05,30.09,7.55,39.61,4.45,2.1,83.13,0.6,4.08,20.0
34013010000,Essex,3680,118750.0,8.19,14.07,9.32,8.91,5.11,18.37,67.17,3.21,3.42,10.6
34013010100,Essex,2600,79115.0,8.58,25.58,2.09,12.96,0.0,11.5,78.46,1.88,0.0,10.6
34013010200,Essex,4544,38424.0,10.94,32.18,4.46,30.35,6.6,18.64,62.04,1.67,7.35,19.5
34013010300,Essex,4168,67386.0,14.76,31.46,7.89,13.29,5.09,8.66,74.3,5.18,1.2,16.3
34013010400,Essex,4610,47190.0,29.85,44.97,11.35,11.21,9.57,4.62,93.84,1.02,0.0,24.4
34013010500,Essex,5742,58067.0,9.54,40.15,18.67,13.44,5.93,13.15,84.52,1.71,0.0,19.4
34013010600,Essex,5192,56875.0,27.64,48.75,13.58,11.98,12.61,18.41,66.22,3.54,4.24,26.4
34013010700,Essex,4357,59461.0,19.0,34.1,15.36,8.49,0.0,4.8,70.09,1.84,1.45,16.4
34013010800,Essex,3054,54968.0,28.95,40.42,8.86,9.07,0.92,20.99,77.96,0.07,0.0,19.1
34013010900,Essex,1915,41007.0,24.06,46.83,8.83,24.6,0.0,11.28,78.69,0.68,3.03,22.6
34013011100,Essex,3965,25886.0,40.78,65.67,11.93,22.55,10.39,12.81,82.22,2.07,1.24,34.2
34013011200,Essex,2865,60059.0,19.27,37.42,7.96,16.82,3.81,5.72,84.64,3.94,0.0,19.0
34013011300,Essex,3993,58867.0,11.76,43.11,15.76,8.34,1.12,1.5,94.92,1.78,1.8,16.9
34013011400,Essex,4054,64941.0,9.66,18.92,1.72,22.0,5.22,0.54,76.57,2.24,13.81,13.5
34013011500,Essex,2884,76589.0,11.82,26.42,12.41,8.95,0.0,2.46,90.98,0.9,0.55,12.7
34013011600,Essex,3612,65373.0,10.37,37.14,14.42,7.14,0.0,7.97,80.2,0.0,0.0,14.4
34013011700,Essex,2973,58616.0,24.53,32.36,8.25,9.72,0.85,5.62,89.2,0.71,0.0,16.5
34013011800,Essex,2645,74226.0,14.44,32.55,13.38,13.01,0.0,11.98,75.43,1.06,0.0,15.7
34013011900,Essex,1856,52112.0,23.17,35.45,26.71,14.22,5.78,20.96,71.23,0.86,5.33,23.3
34013012000,Essex,7363,70590.0,11.46,43.83,15.11,11.2,3.87,13.21,81.16,2.53,0.0,18.5
34013012100,Essex,4148,77237.0,19.55,36.91,22.47,11.76,13.88,23.14,67.36,1.81,2.43,24.3
34013012200,Essex,6788,61118.0,10.05,37.83,31.29,13.17,18.15,25.37,69.05,4.73,0.0,25.9
34013012300,Essex,4790,70903.0,16.41,32.9,7.85,10.17,7.53,16.39,79.54,0.0,0.0,17.2
34013012400,Essex,4223,31211.0,33.64,55.09,5.73,20.03,24.07,10.47,80.68,1.63,1.52,33.6
34013012500,Essex,3570,62338.0,7.07,24.16,6.39,19.58,6.46,3.92,88.63,2.77,1.2,14.8
34013012600,Essex,3381,57910.0,20.56,46.47,12.75,14.29,2.59,13.58,81.72,0.5,0.0,21.0
34013012700,Essex,3793,66819.0,26.6,36.49,4.64,10.89,7.01,18.38,70.26,6.62,0.0,19.6
34013012800,Essex,4156,70203.0,22.93,31.71,4.09,8.76,3.47,4.81,89.36,0.67,0.0,15.9
34013012900,Essex,3983,52378.0,20.69,57.34,21.72,8.91,16.67,5.72,89.63,0.15,0.0,28.8
34013013000,Essex,2459,49006.0,14.76,29.73,11.71,12.08,6.77,4.35,89.59,3.62,0.41,17.1
34013013100,Essex,2509,54250.0,14.31,38.81,16.46,12.08,6.33,20.49,67.16,1.28,0.04,19.6
34013013200,Essex,3016,54508.0,26.59,43.9,8.95,12.14,9.59,5.6,83.42,2.45,3.18,23.2
34013013300,Essex,4299,49085.0,16.66,46.38,21.21,9.14,0.71,5.72,65.78,2.91,0.0,19.8
34013013400,Essex,3942,147321.0,2.28,5.91,1.29,20.22,1.18,13.55,0.0,74.81,5.96,7.2
34013013500,Essex,4594,130694.0,3.85,6.38,2.74,16.89,0.86,22.49,1.09,59.95,5.79,7.1
34013013600,Essex,6968,111382.0,5.75,14.47,4.03,7.66,9.88,28.93,2.34,43.83,22.93,10.5
34013013700,Essex,4870,96141.0,9.36,22.05,11.17,18.3,0.96,29.1,6.82,52.18,10.72,13.6
34013013800,Essex,4280,157750.0,0.33,8.08,2.64,25.96,2.65,17.08,1.73,68.81,8.76,9.4
34013013900,Essex,5113,112454.0,11.21,14.22,3.95,16.43,0.28,30.88,1.27,59.51,7.26,10.3
34013014000,Essex,3916,100363.0,1.07,6.28,7.79,19.54,1.24,29.09,2.48,51.23,15.35,8.2
34013014100,Essex,3766,97633.0,10.86,26.58,1.54,19.78,11.49,48.49,0.64,34.28,13.25,17.1
34013014200,Essex,4384,128839.0,7.48,13.3,5.63,11.09,4.11,48.81,2.19,33.17,10.31,9.7
34013014300,Essex,6166,95652.0,10.12,24.54,14.22,12.55,14.77,61.37,7.43,17.61,8.29,18.5
34013014400,Essex,3982,66181.0,11.65,29.91,17.5,9.54,8.92,62.15,3.26,22.98,8.61,17.7
34013014500,Essex,3968,85288.0,16.31,22.68,16.96,14.99,5.87,67.44,3.86,23.51,4.86,17.5
34013014600,Essex,5101,91667.0,15.53,25.54,18.56,13.29,5.54,56.03,11.23,23.51,4.51,17.6
34013014700,Essex,6473,78340.0,9.72,15.69,5.56,16.58,10.31,48.39,7.04,37.15,4.37,14.2
34013014800,Essex,3478,155326.0,2.79,4.66,1.21,20.3,0.0,15.47,15.76,52.07,14.69,6.7
34013014900,Essex,4913,172240.0,2.32,5.68,1.32,17.67,1.93,21.01,2.34,54.04,9.75,6.9
34013015000,Essex,3657,99875.0,5.47,13.34,2.9,15.04,5.57,28.03,4.59,52.64,9.68,10.1
34013015100,Essex,4905,117014.0,5.66,12.57,3.61,18.47,3.62,26.14,12.33,44.97,12.38,10.3
34013015200,Essex,4463,93095.0,8.8,29.16,9.19,22.52,3.13,29.37,9.7,44.88,11.2,16.2
34013015300,Essex,3178,88255.0,10.32,24.48,2.83,12.71,4.11,24.04,17.28,39.4,12.27,12.4
34013015400,Essex,6161,85023.0,14.64,23.33,9.59,7.82,4.83,24.53,17.2,46.97,8.03,13.6
34013015500,Essex,4491,93285.0,6.88,10.82,0.85,16.1,3.99,43.31,14.81,30.46,6.77,9.2
34013015600,Essex,4631,100938.0,6.37,12.31,0.69,16.04,2.03,17.27,31.27,47.2,1.75,8.7
34013015700,Essex,2835,94890.0,8.35,15.99,10.63,11.92,6.55,36.19,30.79,13.83,12.28,12.5
34013015800,Essex,4304,93409.0,11.22,30.52,9.85,12.41,6.35,35.08,21.7,26.88,6.2,16.0
34013015900,Essex,5958,72051.0,17.67,37.43,15.94,8.22,17.28,36.79,25.44,17.41,11.55,23.1
34013016000,Essex,7827,248016.0,1.02,3.35,1.42,13.42,0.84,13.35,3.28,71.97,5.83,4.7
34013016100,Essex,3729,250001.0,2.46,7.39,1.29,15.37,3.92,3.33,5.01,76.43,5.44,7.4
34013016200,Essex,3872,250001.0,1.03,1.63,0.34,8.99,0.73,11.0,3.18,76.6,2.35,3.1
34013016300,Essex,3606,238727.0,2.14,9.21,1.0,14.73,0.63,4.77,5.74,68.36,6.85,6.3
34013016400,Essex,3884,220556.0,2.24,5.42,1.9,12.98,0.0,8.34,5.07,77.27,3.73,5.1
34013016500,Essex,3999,238036.0,7.39,10.96,1.81,12.08,0.37,10.95,7.18,63.34,7.48,7.3
34013016600,Essex,2747,127500.0,6.63,15.33,4.22,11.5,0.75,7.46,37.35,41.14,3.6,8.5
34013016700,Essex,2666,101960.0,14.44,18.15,1.76,12.15,7.85,15.53,28.84,45.24,6.68,13.1
34013016800,Essex,4271,132318.0,5.74,11.53,4.38,18.64,1.74,11.82,11.61,56.24,9.37,9.6
34013016900,Essex,3017,218125.0,3.18,17.0,1.89,13.99,2.55,12.33,11.8,65.1,2.59,8.8
34013017000,Essex,2680,78939.0,3.01,18.36,1.44,19.33,1.26,17.99,27.01,44.29,6.01,9.7
34013017100,Essex,2039,57500.0,28.3,49.14,9.56,7.6,1.62,28.2,46.15,15.79,2.94,20.8
34013017200,Essex,3363,130500.0,11.06,22.15,1.34,13.77,4.32,9.43,57.57,18.73,3.98,12.1
34013017301,Essex,5302,140208.0,1.38,9.14,2.18,24.92,2.28,10.69,12.64,68.03,2.4,9.4
34013017302,Essex,7485,143365.0,14.35,17.39,1.51,25.1,1.94,17.05,24.5,43.67,9.42,13.8
34013017400,Essex,5186,153095.0,4.55,16.29,2.81,21.96,2.06,12.67,19.24,48.26,11.45,10.9
34013017500,Essex,5996,112957.0,3.96,11.52,6.57,25.27,2.98,16.59,37.94,37.81,5.8,11.7
34013017600,Essex,5523,87096.0,11.33,23.54,8.42,8.58,10.44,35.0,34.08,27.43,1.25,14.9
34013017700,Essex,5120,71554.0,15.25,38.82,24.59,7.46,11.65,46.46,29.9,15.82,0.25,22.3
34013017800,Essex,3694,81047.0,8.83,22.13,18.33,13.4,11.74,44.26,31.0,17.6,5.09,17.6
34013017900,Essex,3680,182721.0,0.92,3.78,2.91,16.96,0.93,18.1,26.03,49.38,0.46,5.9
34013018000,Essex,6290,181005.0,1.94,3.64,1.13,18.09,0.43,5.72,21.61,60.21,7.81,5.9
34013018100,Essex,2161,52143.0,13.0,43.36,14.89,11.99,23.17,23.14,67.24,1.2,5.0,26.0
34013018200,Essex,4512,49330.0,24.64,44.6,24.6,15.98,38.88,49.82,45.46,1.82,0.0,37.6
34013018300,Essex,4577,60341.0,15.88,43.33,28.6,11.43,24.14,33.6,44.09,3.06,3.56,29.6
34013018400,Essex,2651,46114.0,7.58,34.59,11.24,11.81,2.43,10.71,69.67,13.24,3.92,14.6
34013018600,Essex,5837,48798.0,32.26,52.77,27.01,8.17,36.41,51.38,38.6,7.4,0.51,38.7
34013018700,Essex,5143,38341.0,26.27,49.39,21.95,21.21,3.57,23.6,65.14,0.49,4.53,26.8
34013018800,Essex,4875,78979.0,18.64,28.16,8.81,18.4,8.89,14.07,68.7,12.78,2.79,19.4
34013018900,Essex,4217,58989.0,16.28,49.26,25.54,7.92,7.06,15.32,75.95,2.75,0.31,23.2
34013019000,Essex,4941,250001.0,3.0,4.94,2.06,16.49,2.63,4.43,19.0,64.1,6.25,7.0
34013019100,Essex,4716,227917.0,2.71,6.48,4.3,13.55,1.83,9.03,29.75,50.17,4.37,6.7
34013019200,Essex,5049,52297.0,18.86,34.48,2.16,8.66,3.25,9.98,18.88,59.0,7.66,15.0
34013019300,Essex,3593,135114.0,5.55,9.59,1.39,13.19,1.61,10.88,16.25,59.78,5.18,7.2
34013019400,Essex,2986,250001.0,3.05,3.28,1.04,10.85,0.0,5.73,6.3,80.07,3.32,4.2
34013019500,Essex,3862,244524.0,0.65,2.95,0.6,12.61,0.0,5.64,3.57,82.29,4.53,3.9
34013019600,Essex,6344,117621.0,6.81,25.52,9.35,13.93,0.66,9.22,49.81,32.61,4.27,12.1
34013019700,Essex,6816,121156.0,3.13,10.21,4.28,8.74,0.0,13.31,54.86,27.32,1.44,5.7
34013019800,Essex,2879,169583.0,2.43,3.3,1.95,12.5,0.0,2.99,17.02,65.54,4.41,4.6
34013019900,Essex,2519,210588.0,3.06,5.56,3.19,16.16,2.63,9.49,1.03,81.22,2.9,7.3
34013020000,Essex,6327,250001.0,3.33,3.51,0.96,14.51,1.74,3.75,0.16,63.46,29.24,5.8
34013020100,Essex,5245,250001.0,1.87,3.45,0.36,14.39,0.54,5.43,3.11,48.64,38.25,4.8
34013020200,Essex,5076,250001.0,2.17,4.65,1.36,14.99,5.02,7.74,3.43,53.15,29.1,7.1
34013020300,Essex,5145,200451.0,6.78,11.14,6.69,8.34,3.1,11.25,4.92,32.36,41.36,8.3
34013020400,Essex,4892,220893.0,2.21,3.35,0.0,18.17,6.23,4.21,1.17,66.19,21.18,7.8
34013020500,Essex,8210,250001.0,0.07,4.13,0.86,17.47,1.08,3.07,6.78,54.79,33.63,5.6
34013020600,Essex,5325,219028.0,4.93,7.22,0.59,22.18,4.9,5.5,3.68,59.32,30.97,9.8
34013020700,Essex,4627,179323.0,1.79,5.51,1.58,17.27,9.11,7.15,1.08,50.85,37.8,9.3
34013020800,Essex,8074,223409.0,2.76,10.09,1.45,19.05,3.57,6.43,4.4,54.06,31.87,8.8
34013020901,Essex,2320,250001.0,0.39,4.09,0.39,16.47,0.0,13.02,1.85,78.53,4.57,4.9
34013020902,Essex,6211,160644.0,2.3,10.64,3.65,23.23,6.38,7.25,0.48,71.89,12.28,11.3
34013021000,Essex,5634,162254.0,6.16,8.13,0.0,23.18,3.49,5.64,0.87,82.69,5.29,9.9
34013021100,Essex,5171,155417.0,4.45,9.11,0.27,22.01,0.74,10.96,2.53,79.71,1.97,8.4
34013021200,Essex,3636,146382.0,4.1,9.6,0.74,18.87,0.9,5.78,0.14,86.91,3.16,7.9
34013021300,Essex,6360,147271.0,2.8,6.38,0.43,25.83,3.84,7.83,4.75,73.99,10.39,9.6
34013021400,Essex,6892,154775.0,3.87,11.22,1.46,24.22,0.74,7.89,4.22,79.96,5.62,9.5
34013021601,Essex,7712,113750.0,10.04,13.11,4.84,31.08,1.93,10.14,1.17,84.61,2.68,14.1
34013021602,Essex,6622,203140.0,1.78,3.7,2.88,21.73,4.05,6.18,2.31,78.38,10.13,8.4
34013021701,Essex,3868,102295.0,6.54,11.32,2.97,18.33,5.75,15.28,2.43,71.02,8.63,10.9
34013021702,Essex,5030,91250.0,5.28,11.1,3.86,19.56,2.89,13.08,6.46,63.6,15.63,10.0
34013021801,Essex,2825,154113.0,4.74,6.69,0.78,13.45,0.0,7.36,0.11,86.23,3.01,5.8
34013021802,Essex,3749,168750.0,1.26,5.27,1.56,23.98,6.15,14.51,4.19,71.67,6.59,9.6
34013021803,Essex,4323,148590.0,2.57,7.1,1.39,15.08,0.64,9.58,0.74,79.48,1.02,6.1
34013022700,Essex,2725,37578.0,33.14,51.82,12.4,10.64,14.49,32.84,62.28,2.9,0.99,28.4
34013022800,Essex,1743,27917.0,32.76,60.24,8.61,23.58,17.84,9.58,82.1,4.02,3.16,33.5
34013022900,Essex,4914,60304.0,30.77,42.31,7.04,2.54,1.11,23.26,52.42,12.15,8.16,18.1
34013023000,Essex,3388,,35.82,57.3,8.45,17.03,8.67,23.82,64.43,1.15,5.84,28.7
34013023100,Essex,2408,55096.0,17.03,43.06,16.15,7.02,5.07,15.41,73.05,0.0,0.0,19.3
34013023200,Essex,3410,30112.0,42.82,64.04,13.84,8.65,1.89,23.08,72.43,0.21,0.0,28.3
34013980100,Essex,2186,,85.71,100.0,0.0,15.37,,10.16,71.23,17.38,0.69,54.6
34013980200,Essex,0,,,,,,,,,,,
34023000101,Middlesex,3601,113026.0,0.39,4.03,3.33,20.02,1.46,10.72,7.89,74.56,4.8,6.9
34023000102,Middlesex,4359,131053.0,4.57,15.75,3.79,14.71,3.14,25.28,1.31,59.44,10.55,9.6
34023000200,Middlesex,6558,97125.0,14.36,27.04,13.15,18.45,24.79,35.57,7.47,39.6,16.15,24.8
34023000300,Middlesex,7711,84789.0,23.05,30.72,15.32,13.4,13.23,45.04,5.91,33.73,11.48,22.6
34023000401,Middlesex,3424,130648.0,2.07,11.83,2.83,17.26,7.26,21.44,22.34,26.49,27.45,10.2
34023000403,Middlesex,6101,136185.0,1.92,10.13,3.7,11.95,5.29,13.74,18.87,21.91,40.52,8.0
34023000404,Middlesex,6026,119085.0,11.24,15.81,3.77,15.53,6.37,25.41,8.89,31.99,30.75,12.6
34023000501,Middlesex,5021,102788.0,10.01,24.17,7.81,11.19,3.97,36.17,33.7,12.61,9.54,12.9
34023000503,Middlesex,2943,126573.0,2.99,10.5,9.14,9.34,4.36,8.19,35.47,19.23,30.78,8.4
34023000504,Middlesex,4763,93500.0,7.39,15.73,12.26,10.04,10.99,15.1,24.31,14.89,44.7,13.7
34023000603,Middlesex,2367,150592.0,2.89,9.38,3.39,18.63,2.5,4.14,23.19,30.88,37.64,8.6
34023000608,Middlesex,1733,101250.0,8.66,16.73,5.19,12.58,17.16,8.77,5.6,16.04,68.55,15.7
34023000609,Middlesex,2732,148446.0,13.43,15.41,7.5,11.79,16.86,3.84,24.19,15.3,46.19,16.7
34023000610,Middlesex,5765,134830.0,2.72,7.51,5.9,18.75,6.53,5.55,30.53,13.03,49.02,10.2
34023000701,Middlesex,3234,152891.0,3.03,6.56,6.4,15.49,4.51,13.39,7.51,27.77,46.78,8.6
34023000702,Middlesex,5979,155600.0,1.17,7.6,2.13,16.27,4.96,10.74,26.53,37.45,22.93,7.9
34023000801,Middlesex,3762,130962.0,1.93,4.34,2.07,13.61,4.82,28.47,15.05,46.23,5.05,6.7
34023000802,Middlesex,2726,129647.0,8.07,12.14,1.17,16.98,1.07,26.78,1.36,62.95,6.57,9.0
34023000901,Middlesex,2468,134615.0,7.46,8.51,7.78,16.9,4.39,21.92,7.74,60.17,6.04,10.6
34023000902,Middlesex,4444,97647.0,3.11,6.66,2.77,20.03,3.04,16.36,15.75,57.97,3.98,8.5
34023001001,Middlesex,3258,145357.0,1.1,6.35,0.95,23.39,0.46,19.18,17.59,48.07,12.37,7.5
34023001003,Middlesex,5358,126543.0,2.86,10.02,4.01,16.69,6.46,9.91,3.79,48.0,34.92,9.8
34023001004,Middlesex,2215,114573.0,2.45,12.48,6.24,19.28,11.06,13.18,14.04,26.91,41.08,13.0
34023001100,Middlesex,5401,117361.0,7.68,15.72,3.54,6.37,6.39,7.59,3.48,45.44,38.31,9.5
34023001200,Middlesex,5555,91071.0,14.11,19.62,14.24,11.86,8.26,22.11,7.18,56.24,9.79,15.9
34023001300,Middlesex,4025,114434.0,4.62,11.58,4.05,17.24,5.68,15.01,4.84,66.36,10.53,10.4
34023001409,Middlesex,3562,187292.0,1.85,3.85,0.76,20.19,2.96,3.68,2.44,22.29,67.21,7.3
34023001410,Middlesex,4134,143125.0,10.79,20.37,8.83,30.26,19.05,3.56,3.97,15.19,75.06,22.5
34023001411,Middlesex,3559,183981.0,1.29,1.29,4.58,20.48,4.05,2.78,8.88,12.14,75.44,7.8
34023001412,Middlesex,3928,191389.0,4.35,5.98,0.34,18.71,3.59,3.9,0.08,21.33,74.69,8.1
34023001413,Middlesex,5836,129559.0,3.2,20.25,5.36,15.13,4.69,1.27,19.62,14.75,59.49,11.2
34023001414,Middlesex,5777,155391.0,0.0,2.8,0.38,11.67,8.97,5.07,3.39,10.28,74.59,6.7
34023001415,Middlesex,5371,238125.0,0.88,3.77,1.12,20.05,2.76,4.47,0.82,34.56,56.38,7.0
34023001417,Middlesex,2025,223424.0,2.16,3.81,0.26,23.6,2.88,2.67,0.4,25.63,71.11,8.0
34023001418,Middlesex,5184,130427.0,6.94,16.59,10.55,9.97,20.23,6.02,0.41,7.1,80.92,16.8
34023001419,Middlesex,3216,99589.0,5.19,12.62,3.48,4.07,4.59,6.65,12.84,12.66,63.06,7.1
34023001502,Middlesex,6499,112059.0,4.72,14.06,6.89,14.54,16.83,16.73,0.82,46.31,28.33,14.9
34023001504,Middlesex,6732,134470.0,7.86,11.57,6.51,8.39,10.33,8.53,20.94,10.7,55.75,11.2
34023001505,Middlesex,2121,139076.0,0.85,9.29,2.55,13.11,6.28,1.98,6.18,4.53,86.09,8.0
34023001506,Middlesex,6931,117335.0,10.01,15.17,6.38,6.48,6.46,12.02,14.41,9.93,49.33,10.5
34023001600,Middlesex,4833,81976.0,7.2,12.91,11.07,22.06,4.04,20.44,13.49,40.08,25.33,13.2
34023001701,Middlesex,5666,133619.0,5.52,10.84,4.17,18.0,11.42,13.7,5.52,45.73,32.63,12.8
34023001702,Middlesex,3406,103077.0,5.7,19.55,3.26,18.14,10.21,11.22,4.43,43.66,34.59,13.9
34023001803,Middlesex,3790,108523.0,3.29,13.56,10.37,17.28,5.49,19.29,4.17,46.44,26.44,11.7
34023001804,Middlesex,3724,78973.0,9.85,26.66,7.87,18.02,8.38,19.12,14.5,42.02,16.22,16.6
34023001805,Middlesex,5604,137868.0,3.23,5.91,1.86,13.17,8.49,13.42,14.58,21.34,49.63,8.5
34023001806,Middlesex,3777,76313.0,7.63,22.77,6.96,6.06,9.04,19.91,14.54,15.33,46.92,12.5
34023001901,Middlesex,5041,97315.0,8.25,15.49,6.97,17.97,6.36,24.66,7.95,30.23,33.88,13.0
34023001902,Middlesex,2233,89728.0,4.58,16.43,1.84,19.61,1.27,26.29,1.07,54.55,15.14,9.9
34023001903,Middlesex,4078,88545.0,5.5,16.76,7.26,14.08,7.61,25.4,10.42,42.79,18.44,12.2
34023002000,Middlesex,4629,159315.0,6.31,7.91,1.97,12.77,4.87,4.41,6.09,50.59,25.17,8.3
34023002101,Middlesex,2264,219250.0,1.02,6.63,0.0,13.87,0.0,11.0,0.0,79.9,6.27,4.9
34023002102,Middlesex,4072,153514.0,1.91,8.31,1.35,15.64,1.3,11.2,2.97,61.44,15.42,6.6
34023002200,Middlesex,4017,138684.0,6.62,13.92,0.55,16.5,5.39,5.97,8.69,64.95,14.61,10.3
34023002301,Middlesex,4044,152969.0,6.32,12.18,6.73,12.09,3.46,9.94,12.54,63.4,10.48,9.4
34023002302,Middlesex,3971,136206.0,1.08,9.04,1.33,16.32,4.28,18.26,1.69,64.95,11.94,7.8
34023002401,Middlesex,5789,110189.0,8.17,17.72,6.79,20.71,3.56,23.1,0.88,60.03,8.71,13.1
34023002402,Middlesex,1367,145530.0,1.0,1.0,4.54,25.24,4.51,9.88,5.12,45.06,35.84,9.0
34023002500,Middlesex,7213,131165.0,1.48,8.6,7.74,18.44,12.98,12.56,11.6,15.22,57.6,12.7
34023002603,Middlesex,4918,103889.0,10.92,19.62,4.74,21.19,12.47,13.05,8.38,14.21,62.0,17.0
34023002604,Middlesex,6382,82712.0,10.0,22.89,4.69,15.53,6.87,13.54,5.92,42.4,29.82,14.1
34023002605,Middlesex,2661,110068.0,10.15,16.08,4.28,27.21,1.16,16.46,4.32,57.5,17.14,13.4
34023002701,Middlesex,4696,80030.0,5.79,17.5,7.16,18.87,5.71,20.61,7.54,28.6,40.16,12.9
34023002703,Middlesex,7117,104841.0,8.23,13.8,5.51,11.9,11.06,27.5,17.3,35.1,17.82,12.7
34023002805,Middlesex,2632,125104.0,4.1,11.13,6.46,15.65,4.54,21.85,9.12,54.45,14.59,9.9
34023002901,Middlesex,3318,151979.0,2.89,12.85,3.8,10.04,1.03,18.72,15.49,43.49,17.81,6.8
34023002902,Middlesex,3224,84201.0,8.5,32.88,8.03,14.83,9.24,41.32,2.79,34.06,19.04,17.1
34023003001,Middlesex,4533,108448.0,8.56,11.92,3.75,18.55,1.65,32.67,1.1,57.93,5.34,10.2
34023003002,Middlesex,6162,112538.0,2.58,7.87,1.28,8.94,3.14,5.42,15.79,17.87,59.22,5.7
34023003101,Middlesex,2952,111111.0,5.99,13.64,7.28,19.55,3.56,24.9,8.3,31.4,28.86,11.6
34023003102,Middlesex,4962,117500.0,5.9,22.15,3.18,12.43,1.79,15.7,16.34,40.04,25.8,10.1
34023003201,Middlesex,3900,139483.0,4.21,12.95,2.95,13.21,0.92,30.31,10.79,45.13,8.72,7.7
34023003203,Middlesex,4076,76688.0,9.1,26.4,4.44,12.68,5.78,34.52,1.47,47.5,13.13,13.4
34023003300,Middlesex,6409,78696.0,13.1,30.82,6.66,19.68,24.61,59.79,9.05,18.8,8.88,24.2
34023003401,Middlesex,4113,107230.0,4.33,10.65,4.19,18.04,2.55,33.45,12.84,41.94,10.5,9.2
34023003500,Middlesex,3749,95443.0,11.99,25.68,17.1,18.83,8.74,40.86,12.22,23.77,20.14,19.0
34023003601,Middlesex,7995,89167.0,7.93,18.32,2.79,17.19,10.04,28.46,22.86,20.38,27.37,13.8
34023003700,Middlesex,3632,88661.0,3.43,12.87,8.15,13.85,8.58,16.57,2.06,36.23,39.18,11.4
34023003801,Middlesex,5712,92750.0,1.94,15.69,16.68,14.69,3.81,35.54,12.83,24.37,24.6,11.8
34023003802,Middlesex,4091,65938.0,29.38,56.51,8.63,9.34,7.98,51.48,26.33,9.83,9.58,25.0
34023004000,Middlesex,4956,67488.0,15.11,22.42,11.17,16.46,34.26,76.92,7.97,10.63,2.04,26.6
34023004100,Middlesex,3037,67946.0,15.22,41.53,8.26,22.82,16.4,67.11,4.77,26.8,1.32,24.9
34023004200,Middlesex,3349,69033.0,24.44,32.46,13.87,6.72,23.81,89.97,0.66,5.61,3.61,25.2
34023004300,Middlesex,3689,59706.0,37.98,56.55,13.66,8.21,10.34,77.47,3.39,16.51,0.0,28.6
34023004400,Middlesex,4915,47660.0,21.33,35.85,14.65,8.08,14.26,85.7,1.38,12.33,0.31,22.2
34023004501,Middlesex,3778,55643.0,15.85,40.39,25.86,10.61,22.46,91.27,5.16,3.57,0.0,27.7
34023004502,Middlesex,3931,69604.0,20.55,41.49,19.08,5.32,4.65,56.75,24.98,10.33,5.9,19.9
34023004600,Middlesex,6419,55293.0,24.17,62.04,31.25,10.17,29.3,86.68,1.71,10.13,0.0,37.4
34023004700,Middlesex,4146,67708.0,17.66,44.11,26.19,10.3,20.95,76.36,2.39,20.65,0.6,28.3
34023004800,Middlesex,6417,50348.0,16.91,56.28,37.0,13.98,36.53,86.71,6.34,5.49,0.22,39.2
34023004900,Middlesex,5134,53116.0,17.25,41.62,18.48,23.24,39.43,81.13,0.93,13.67,2.96,35.9
34023005000,Middlesex,5507,91875.0,16.3,37.88,17.58,10.73,28.93,83.57,8.33,7.95,0.0,28.0
